SUMMARY 01/29/2011  $-5744.80    46
      SELL    10/05/1993  $8.11
      BUY     10/05/1993  $-9.30
      BUY     10/05/1993  $-13.41
      BUY     10/05/1993  $-46.61
      BUY     10/05/1993  $-19.17
      BUY     10/05/1993  $-39.57
      SELL    10/06/1993  $12.29
      SELL    10/06/1993  $96.50
      SELL    10/06/1993  $99.66
      SELL    10/06/1993  $20.36
      SELL    10/06/1993  $60.95
      SELL    10/06/1993  $69.77
      BUY     10/06/1993  $-82.38
      SUMMARY 10/15/1993  $136.98    31
        SUMMARY 10/09/1993  $580.02    37
          SELL    10/06/1993  $3.47
          SELL    10/06/1993  $29.25
          SELL    10/06/1993  $51.24
          BUY     10/06/1993  $-50.76
          BUY     10/06/1993  $-0.95
          BUY     10/06/1993  $-7.67
          BUY     10/07/1993  $-26.44
          SELL    10/07/1993  $18.44
          BUY     10/07/1993  $-62.08
          BUY     10/07/1993  $-38.60
          SELL    10/07/1993  $61.51
          SELL    10/07/1993  $21.87
          BUY     10/07/1993  $-63.11
          SELL    10/07/1993  $36.22
          SELL    10/07/1993  $94.35
          SELL    10/07/1993  $51.53
          SELL    10/07/1993  $48.09
          BUY     10/07/1993  $-38.98
          SELL    10/08/1993  $73.20
          BUY     10/08/1993  $-17.01
          SELL    10/08/1993  $85.61
          SELL    10/08/1993  $60.29
          BUY     10/08/1993  $-96.33
          BUY     10/08/1993  $-12.84
          BUY     10/08/1993  $-35.77
          SELL    10/08/1993  $4.72
          SELL    10/08/1993  $34.27
          BUY     10/08/1993  $-45.30
          SELL    10/09/1993  $41.46
          SELL    10/09/1993  $94.68
          SELL    10/09/1993  $35.56
          SELL    10/09/1993  $76.15
          SELL    10/09/1993  $58.15
          SELL    10/09/1993  $6.62
          SELL    10/09/1993  $13.81
          SELL    10/09/1993  $25.47
          SELL    10/09/1993  $49.90
        BUY     10/09/1993  $-86.27
        SELL    10/09/1993  $53.79
        BUY     10/09/1993  $-56.28
        SELL    10/09/1993  $53.99
        SUMMARY 10/13/1993  $-465.52    38
          BUY     10/10/1993  $-63.55
          SELL    10/10/1993  $53.66
          SELL    10/10/1993  $48.92
          BUY     10/10/1993  $-49.05
          BUY     10/10/1993  $-64.76
          BUY     10/10/1993  $-66.05
          SELL    10/10/1993  $3.42
          BUY     10/10/1993  $-88.44
          BUY     10/10/1993  $-69.79
          SELL    10/10/1993  $90.67
          BUY     10/10/1993  $-79.99
          BUY     10/11/1993  $-91.18
          SELL    10/11/1993  $30.07
          BUY     10/11/1993  $-89.19
          SELL    10/11/1993  $58.40
          BUY     10/11/1993  $-55.82
          SELL    10/11/1993  $18.34
          SELL    10/11/1993  $86.01
          BUY     10/11/1993  $-48.83
          SELL    10/11/1993  $36.11
          SELL    10/11/1993  $8.15
          SELL    10/11/1993  $52.57
          SELL    10/11/1993  $61.48
          SELL    10/12/1993  $51.45
          BUY     10/12/1993  $-57.24
          SELL    10/12/1993  $35.41
          SELL    10/12/1993  $3.86
          BUY     10/12/1993  $-25.56
          BUY     10/12/1993  $-96.15
          BUY     10/12/1993  $-37.21
          BUY     10/12/1993  $-67.49
          SELL    10/12/1993  $91.32
          BUY     10/12/1993  $-67.46
          SELL    10/12/1993  $45.66
          BUY     10/12/1993  $-90.00
          BUY     10/13/1993  $-2.89
          BUY     10/13/1993  $-9.12
          BUY     10/13/1993  $-21.25
        SELL    10/13/1993  $15.03
        BUY     10/13/1993  $-35.01
        BUY     10/13/1993  $-21.29
        BUY     10/13/1993  $-0.16
        SELL    10/13/1993  $14.93
        BUY     10/13/1993  $-71.99
        SELL    10/13/1993  $71.47
        BUY     10/13/1993  $-43.59
        SELL    10/13/1993  $5.43
        BUY     10/14/1993  $-56.70
        BUY     10/14/1993  $-43.14
        SELL    10/14/1993  $34.69
        SELL    10/14/1993  $44.05
        BUY     10/14/1993  $-81.14
        BUY     10/14/1993  $-47.79
        BUY     10/14/1993  $-41.62
        SELL    10/14/1993  $17.54
        SELL    10/14/1993  $30.88
        SELL    10/14/1993  $95.26
        BUY     10/14/1993  $-55.80
        SELL    10/14/1993  $45.86
        SELL    10/14/1993  $74.27
        BUY     10/15/1993  $-2.51
        SELL    10/15/1993  $97.91
        SELL    10/15/1993  $10.67
      BUY     10/15/1993  $-11.70
      SELL    10/15/1993  $7.17
      SELL    10/15/1993  $28.04
      SELL    10/15/1993  $26.93
      SELL    10/15/1993  $24.15
      BUY     10/15/1993  $-33.61
      SELL    10/15/1993  $81.80
    SUMMARY 10/25/1993  $-637.33    44
      SELL    10/16/1993  $37.37
      SUMMARY 10/17/1993  $373.07    18
        SELL    10/16/1993  $50.53
        SELL    10/16/1993  $89.32
        SELL    10/16/1993  $47.50
        BUY     10/16/1993  $-16.45
        SELL    10/16/1993  $21.91
        BUY     10/16/1993  $-72.71
        SELL    10/16/1993  $34.68
        SELL    10/16/1993  $86.33
        SELL    10/16/1993  $21.67
        SELL    10/16/1993  $16.82
        BUY     10/17/1993  $-25.83
        SELL    10/17/1993  $44.61
        SELL    10/17/1993  $78.18
        BUY     10/17/1993  $-12.48
        SELL    10/17/1993  $2.16
        BUY     10/17/1993  $-67.54
        SELL    10/17/1993  $88.54
        BUY     10/17/1993  $-14.17
      SELL    10/17/1993  $68.61
      SELL    10/17/1993  $14.56
      SELL    10/17/1993  $42.53
      SELL    10/17/1993  $48.46
      BUY     10/17/1993  $-15.20
      SELL    10/18/1993  $80.07
      BUY     10/18/1993  $-56.23
      SELL    10/18/1993  $23.44
      BUY     10/18/1993  $-63.95
      SELL    10/18/1993  $61.54
      SELL    10/18/1993  $84.83
      BUY     10/18/1993  $-66.88
      SELL    10/18/1993  $25.61
      SELL    10/18/1993  $58.10
      SELL    10/18/1993  $99.78
      BUY     10/18/1993  $-32.83
      BUY     10/18/1993  $-34.43
      BUY     10/19/1993  $-99.50
      BUY     10/19/1993  $-97.52
      BUY     10/19/1993  $-61.42
      BUY     10/19/1993  $-72.55
      BUY     10/19/1993  $-91.48
      SELL    10/19/1993  $39.79
      SELL    10/19/1993  $15.23
      BUY     10/19/1993  $-4.51
      SELL    10/19/1993  $58.06
      SELL    10/19/1993  $25.94
      SELL    10/19/1993  $85.79
      BUY     10/19/1993  $-79.53
      BUY     10/19/1993  $-16.72
      BUY     10/20/1993  $-68.16
      SUMMARY 10/24/1993  $-877.15    15
        BUY     10/20/1993  $-25.14
        BUY     10/20/1993  $-62.35
        BUY     10/20/1993  $-26.54
        SUMMARY 10/23/1993  $-669.89    39
          SELL    10/20/1993  $55.27
          BUY     10/20/1993  $-92.24
          BUY     10/20/1993  $-34.21
          BUY     10/20/1993  $-65.84
          BUY     10/20/1993  $-80.47
          SELL    10/20/1993  $4.11
          BUY     10/20/1993  $-69.51
          BUY     10/21/1993  $-78.39
          SELL    10/21/1993  $33.75
          SELL    10/21/1993  $89.04
          BUY     10/21/1993  $-72.58
          SELL    10/21/1993  $31.02
          BUY     10/21/1993  $-90.08
          SELL    10/21/1993  $5.53
          BUY     10/21/1993  $-51.76
          SELL    10/21/1993  $62.92
          BUY     10/21/1993  $-65.91
          SELL    10/21/1993  $27.65
          BUY     10/21/1993  $-36.70
          SELL    10/21/1993  $67.34
          SELL    10/21/1993  $39.77
          SELL    10/22/1993  $54.61
          SELL    10/22/1993  $8.75
          BUY     10/22/1993  $-90.72
          SELL    10/22/1993  $89.42
          BUY     10/22/1993  $-50.59
          BUY     10/22/1993  $-17.60
          SELL    10/22/1993  $30.98
          BUY     10/22/1993  $-24.97
          BUY     10/22/1993  $-90.03
          SELL    10/22/1993  $15.83
          BUY     10/22/1993  $-74.28
          BUY     10/23/1993  $-59.23
          BUY     10/23/1993  $-12.84
          SELL    10/23/1993  $20.22
          BUY     10/23/1993  $-70.28
          BUY     10/23/1993  $-97.41
          SELL    10/23/1993  $82.93
          BUY     10/23/1993  $-63.39
        BUY     10/23/1993  $-48.40
        SELL    10/23/1993  $99.07
        SELL    10/23/1993  $11.97
        SELL    10/24/1993  $37.82
        BUY     10/24/1993  $-70.64
        BUY     10/24/1993  $-86.47
        BUY     10/24/1993  $-73.76
        SELL    10/24/1993  $5.32
        SELL    10/24/1993  $69.46
        SELL    10/24/1993  $44.86
        BUY     10/24/1993  $-82.46
      BUY     10/24/1993  $-10.63
      BUY     10/25/1993  $-24.74
      SELL    10/25/1993  $62.24
      SELL    10/25/1993  $48.77
      BUY     10/25/1993  $-80.09
      BUY     10/25/1993  $-34.50
      BUY     10/25/1993  $-96.69
      BUY     10/25/1993  $-60.53
      SELL    10/25/1993  $79.48
      BUY     10/25/1993  $-25.36
    SELL    10/25/1993  $16.46
    BUY     10/25/1993  $-23.10
    BUY     10/25/1993  $-87.03
    SELL    10/25/1993  $7.33
    SELL    10/26/1993  $52.58
    SELL    10/26/1993  $53.95
    SELL    10/26/1993  $35.08
    BUY     10/26/1993  $-98.59
    SELL    10/26/1993  $75.73
    SELL    10/26/1993  $65.25
    BUY     10/26/1993  $-0.72
    SUMMARY 11/19/1993  $-371.37    51
      SELL    10/26/1993  $78.36
      BUY     10/26/1993  $-58.22
      BUY     10/26/1993  $-26.59
      BUY     10/26/1993  $-95.99
      BUY     10/26/1993  $-73.97
      BUY     10/26/1993  $-57.26
      SELL    10/26/1993  $45.28
      SUMMARY 10/31/1993  $94.60    38
        SELL    10/27/1993  $82.01
        BUY     10/27/1993  $-29.01
        BUY     10/27/1993  $-26.49
        BUY     10/27/1993  $-11.59
        SELL    10/27/1993  $14.36
        BUY     10/27/1993  $-19.81
        SELL    10/27/1993  $11.97
        BUY     10/27/1993  $-0.38
        SELL    10/27/1993  $93.89
        BUY     10/27/1993  $-62.16
        SELL    10/27/1993  $48.33
        BUY     10/27/1993  $-59.74
        SELL    10/28/1993  $65.67
        SELL    10/28/1993  $89.88
        BUY     10/28/1993  $-35.11
        BUY     10/28/1993  $-75.29
        BUY     10/28/1993  $-86.74
        SELL    10/28/1993  $85.20
        BUY     10/28/1993  $-4.25
        BUY     10/28/1993  $-45.54
        SELL    10/28/1993  $63.81
        SELL    10/28/1993  $57.15
        SELL    10/29/1993  $6.23
        BUY     10/29/1993  $-92.32
        BUY     10/29/1993  $-15.40
        BUY     10/29/1993  $-30.59
        SELL    10/29/1993  $54.15
        BUY     10/29/1993  $-99.47
        SELL    10/29/1993  $64.42
        SELL    10/29/1993  $95.87
        SELL    10/29/1993  $41.55
        SELL    10/29/1993  $58.60
        SELL    10/29/1993  $63.83
        BUY     10/29/1993  $-78.82
        BUY     10/30/1993  $-34.86
        SUMMARY 10/31/1993  $-145.06    14
          BUY     10/30/1993  $-54.73
          SELL    10/30/1993  $97.55
          SELL    10/30/1993  $48.90
          BUY     10/30/1993  $-27.18
          BUY     10/30/1993  $-14.87
          BUY     10/30/1993  $-24.17
          BUY     10/30/1993  $-8.94
          BUY     10/30/1993  $-89.47
          BUY     10/30/1993  $-49.17
          BUY     10/30/1993  $-22.21
          BUY     10/30/1993  $-98.83
          BUY     10/30/1993  $-39.50
          SELL    10/31/1993  $48.87
          SELL    10/31/1993  $88.69
        SELL    10/31/1993  $4.58
        SELL    10/31/1993  $45.73
      BUY     10/31/1993  $-30.82
      SELL    10/31/1993  $64.32
      BUY     10/31/1993  $-34.27
      SELL    10/31/1993  $87.19
      SELL    10/31/1993  $81.91
      SELL    10/31/1993  $37.37
      BUY     11/01/1993  $-55.12
      BUY     11/01/1993  $-6.12
      BUY     11/01/1993  $-48.07
      SELL    11/01/1993  $46.47
      SELL    11/01/1993  $56.68
      BUY     11/01/1993  $-70.88
      BUY     11/01/1993  $-56.88
      SUMMARY 11/08/1993  $-521.80    45
        SELL    11/01/1993  $82.88
        BUY     11/01/1993  $-41.29
        SELL    11/01/1993  $21.49
        BUY     11/01/1993  $-53.13
        BUY     11/01/1993  $-10.12
        SELL    11/01/1993  $16.36
        SELL    11/01/1993  $15.69
        BUY     11/02/1993  $-40.93
        BUY     11/02/1993  $-27.33
        SELL    11/02/1993  $91.63
        BUY     11/02/1993  $-90.34
        BUY     11/02/1993  $-3.17
        BUY     11/02/1993  $-71.82
        SUMMARY 11/06/1993  $-2.10    43
          BUY     11/02/1993  $-55.68
          SELL    11/02/1993  $42.26
          BUY     11/02/1993  $-63.21
          BUY     11/02/1993  $-19.59
          BUY     11/02/1993  $-49.32
          SELL    11/03/1993  $92.84
          BUY     11/03/1993  $-15.20
          SELL    11/03/1993  $55.02
          BUY     11/03/1993  $-59.08
          BUY     11/03/1993  $-50.93
          SELL    11/03/1993  $74.50
          SELL    11/03/1993  $93.51
          BUY     11/03/1993  $-86.79
          BUY     11/03/1993  $-7.88
          SELL    11/03/1993  $85.88
          SELL    11/03/1993  $30.85
          SELL    11/03/1993  $7.01
          BUY     11/03/1993  $-90.01
          BUY     11/04/1993  $-34.52
          BUY     11/04/1993  $-22.78
          BUY     11/04/1993  $-7.37
          SELL    11/04/1993  $17.05
          SELL    11/04/1993  $44.40
          SELL    11/04/1993  $81.31
          SELL    11/04/1993  $5.67
          BUY     11/04/1993  $-94.88
          BUY     11/04/1993  $-50.83
          BUY     11/04/1993  $-79.00
          BUY     11/04/1993  $-20.30
          BUY     11/04/1993  $-13.17
          SELL    11/04/1993  $23.28
          SELL    11/05/1993  $90.80
          BUY     11/05/1993  $-86.87
          BUY     11/05/1993  $-79.93
          SELL    11/05/1993  $64.92
          SELL    11/05/1993  $44.66
          SELL    11/05/1993  $11.64
          SELL    11/05/1993  $41.19
          SELL    11/05/1993  $39.84
          SELL    11/05/1993  $4.21
          SELL    11/05/1993  $95.05
          BUY     11/05/1993  $-73.65
          SELL    11/05/1993  $13.00
        BUY     11/06/1993  $-40.48
        SELL    11/06/1993  $60.26
        SELL    11/06/1993  $40.06
        BUY     11/06/1993  $-22.68
        BUY     11/06/1993  $-21.80
        SELL    11/06/1993  $8.66
        BUY     11/06/1993  $-25.97
        SELL    11/06/1993  $8.59
        BUY     11/06/1993  $-86.68
        BUY     11/06/1993  $-23.97
        BUY     11/06/1993  $-46.78
        BUY     11/06/1993  $-30.63
        BUY     11/06/1993  $-26.98
        BUY     11/07/1993  $-75.61
        BUY     11/07/1993  $-69.56
        SELL    11/07/1993  $17.07
        SELL    11/07/1993  $33.44
        BUY     11/07/1993  $-57.70
        BUY     11/07/1993  $-2.67
        SELL    11/07/1993  $32.64
        BUY     11/07/1993  $-38.61
        BUY     11/07/1993  $-88.98
        SELL    11/07/1993  $32.89
        BUY     11/07/1993  $-95.24
        SELL    11/08/1993  $76.79
        BUY     11/08/1993  $-65.19
        SELL    11/08/1993  $18.56
        BUY     11/08/1993  $-45.96
        BUY     11/08/1993  $-17.03
        SELL    11/08/1993  $95.22
        SELL    11/08/1993  $48.72
      SELL    11/08/1993  $68.50
      SELL    11/08/1993  $27.81
      BUY     11/08/1993  $-87.72
      SELL    11/08/1993  $37.48
      SELL    11/09/1993  $70.71
      SELL    11/09/1993  $45.06
      SELL    11/09/1993  $17.03
      SELL    11/09/1993  $74.06
      BUY     11/09/1993  $-40.80
      SELL    11/09/1993  $78.85
      BUY     11/09/1993  $-86.98
      BUY     11/09/1993  $-62.53
      BUY     11/09/1993  $-95.10
      SELL    11/09/1993  $72.03
      SELL    11/09/1993  $72.89
      SELL    11/09/1993  $56.02
      SELL    11/10/1993  $13.22
      SELL    11/10/1993  $54.25
      SELL    11/10/1993  $40.09
      BUY     11/10/1993  $-23.91
      BUY     11/10/1993  $-14.38
      BUY     11/10/1993  $-14.78
      SELL    11/10/1993  $12.11
      SELL    11/10/1993  $16.82
      SUMMARY 11/16/1993  $234.97    35
        SUMMARY 11/13/1993  $12.24    14
          BUY     11/10/1993  $-50.72
          BUY     11/10/1993  $-51.31
